goal,pledged,backers_count,campaign_length,decision_timing,spotlight,staff_pick,usd_pledged,Blurb length,Blurb caps,Name Length,Name Caps,created_at,deadline,launched_at,fx_rate,static_usd_rate,state_changed_at,name,country,blurb,category,Category,Category (parent only)
17000,35544,779,3693981,3693981,TRUE,TRUE,35544.0,104,4,50,8,1513544345,1520571540,1516877559,1,1,1520571540,Kicking Ice : A Graphic Novel About Women's Hockey,US,"Kicking Ice is Graphic Novel about the importance of inclusiveness, equality, and empowerment in sports.","{""id"":252,""name"":""Graphic Novels"",""slug"":""comics/graphic novels"",""position"":4,""parent_id"":3,""parent_name"":""Comics"",""color"":16776056,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/comics/graphic%20novels""}}}","comics/graphic novels""",comics
300,816,43,604800,604800,TRUE,FALSE,816.0,98,9,38,6,1578632097,1579708476,1579103676,1,1,1579708476,Pins for Makers! - a Make100 project -,US,Especially for MAKERS - Celebrate creativity with hand-lettered pins! New stretch goals available!,"{""id"":22,""name"":""Illustration"",""slug"":""art/illustration"",""position"":4,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/illustration""}}}","art/illustration""",art
3200,8633,187,2592000,2594997,TRUE,TRUE,8633.0,102,3,59,13,1578848718,1581717053,1579125053,1,1,1581720050,Make 100: The Past in Focus - 100 Rare Photographs Restored,US,100 rare photographs unearthed from archives around the world and restored to their original splendor.,"{""id"":280,""name"":""Photobooks"",""slug"":""photography/photobooks"",""position"":5,""parent_id"":15,""parent_name"":""Photography"",""color"":58341,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/photography/photobooks""}}}","photography/photobooks""",photography
4000,25310,393,4420151,4420151,TRUE,FALSE,25310.0,135,8,44,11,1464176583,1471100400,1466680249,1,1,1471100400,FaLLEN Vol. 2 Graphic Novel by Ogawa Burukku,US,"Follow-up graphic novel to FaLLEN Volume 1, an alternative magical girls manga-styled comic with less sparkles and more blood 'n boobs.","{""id"":252,""name"":""Graphic Novels"",""slug"":""comics/graphic novels"",""position"":4,""parent_id"":3,""parent_name"":""Comics"",""color"":16776056,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/comics/graphic%20novels""}}}","comics/graphic novels""",comics
3500,22821,534,1209600,1209600,TRUE,FALSE,27458.26097508,100,3,44,2,1484619192,1485923438,1484713838,1.29135567,1.20320148,1485923438,Ott - 'Mir' on highest-quality double vinyl.,GB,"Who wants a copy of Ott - 'Mir' on highest-quality double vinyl, with a full-colour gatefold sleeve?","{""id"":38,""name"":""Electronic Music"",""slug"":""music/electronic music"",""position"":6,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/electronic%20music""}}}","music/electronic music""",music
50000,57435,36,3456000,3456000,TRUE,TRUE,3084.73563615,132,11,33,6,1520911946,1524413650,1520957650,0.0473825,0.05370829,1524413650,Ayer y mañana - Cortometraje CUEC,MX,"Cortometraje de Tesis del CUEC, la escuela de cine de la UNAM.\r
Con este proyecto se concluye la etapa académica de una generación.","{""id"":293,""name"":""Drama"",""slug"":""film & video/drama"",""position"":5,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/drama""}}}","film & video/drama""",film & video
5000,5956,197,4863805,4863805,TRUE,FALSE,7241.90087648,112,7,53,6,1565782649,1572379200,1567515395,1.29135567,1.21590008,1572379200,Machine Learning in JavaScript for Absolute Beginners,GB,A book and associated set of tutorial videos to teach JavaScript developers Machine Learning using TensorFlow.js,"{""id"":51,""name"":""Software"",""slug"":""technology/software"",""position"":11,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/software""}}}","technology/software""",technology
10000,11875,100,2592000,2592005,TRUE,FALSE,11875.0,131,3,48,3,1430747325,1434639611,1432047611,1,1,1434639616,"VestU.com - Clear, unbiased investment education",US,VestU.com is creating high quality investment education for self-paced online learning. Our mission is making investors successful.,"{""id"":323,""name"":""Academic"",""slug"":""publishing/academic"",""position"":1,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/academic""}}}","publishing/academic""",publishing
900,1965,52,1728000,1728000,TRUE,FALSE,1453.3432392,70,7,23,4,1577866311,1579697969,1577969969,0.73380223,0.73961488,1579697969,Poke-Poreos Enamel Pins,SG,A series of different flavored Oreos with your favorite babies. YUMMY!,"{""id"":21,""name"":""Digital Art"",""slug"":""art/digital art"",""position"":3,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/digital%20art""}}}","art/digital art""",art
5000,54975,1123,2592000,2592000,TRUE,TRUE,54975.0,134,2,38,4,1366593133,1581264524,1578672524,1,1,1581264524,Neural Networks from Scratch in Python,US,"Learn the inner-workings of and the math behind deep learning by creating, training, and using neural networks from scratch in Python.","{""id"":323,""name"":""Academic"",""slug"":""publishing/academic"",""position"":1,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/academic""}}}","publishing/academic""",publishing
10000,10003,127,3200350,3200350,TRUE,FALSE,11219.94937532,129,2,58,6,1582055726,1594551540,1591351190,1.1753395,1.12165844,1594551540,Minterbox® Smart Mailbox | Minterbox® Buzones Inteligentes,ES,🇬🇧 The mailbox for packages & mails with remote control. 🇪🇸 El buzón para paquetes y mensajería ordinaria con control remoto.,"{""id"":52,""name"":""Hardware"",""slug"":""technology/hardware"",""position"":8,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/hardware""}}}","technology/hardware""",technology
350,371,22,2592000,2592000,TRUE,FALSE,371.0,83,5,35,8,1580534418,1583130313,1580538313,1,1,1583130313,Make 100: Fantasy Dragon Enamel Pin,US,"100 limited edition enamel pins for lovers of fantasy, D&D, and all things amazing.","{""id"":1,""name"":""Art"",""slug"":""art"",""position"":1,""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art""}}}","art""",art
25000,25668.800000000000,16,2693572,2693573,TRUE,FALSE,1334.071708,125,1,12,2,1549856882,1553317200,1550623628,0.0473825,0.0519725,1553317201,Tres Tiempos,MX,Un cortometraje sobre una cena familiar que reúne a tres generaciones y como la confesión de una de ellas afecta a las otras.,"{""id"":293,""name"":""Drama"",""slug"":""film & video/drama"",""position"":5,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/drama""}}}","film & video/drama""",film & video
3500,3671,71,2572388,2572401,TRUE,FALSE,3671.0,95,10,37,6,1428044007,1430802000,1428229612,1,1,1430802013,Prada Mane's New Mixtape 'Prada Debt',US,'Prada Debt' - a 15 track mixtape by rap artist Prada Mane -  RISD open media thesis #pradadebt,"{""id"":38,""name"":""Electronic Music"",""slug"":""music/electronic music"",""position"":6,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/electronic%20music""}}}","music/electronic music""",music
100000,196453,521,2592000,2592000,TRUE,TRUE,196453.0,59,7,59,1,1560436838,1565276115,1562684115,1,1,1565276115,"pi-top [4] the smarter way to design, code & make anything!",US,Design. Code. Make. Powered by the brand new Raspberry Pi 4,"{""id"":52,""name"":""Hardware"",""slug"":""technology/hardware"",""position"":8,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/hardware""}}}","technology/hardware""",technology
2200,2576,12,5187600,5187601,TRUE,FALSE,2576.0,64,2,30,2,1317849279,1323039307,1317851707,1,1,1323039308,Brand new single from Solomon!,US,I am gearing up to record another dance pop single! Let's dance!,"{""id"":42,""name"":""Pop"",""slug"":""music/pop"",""position"":14,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/pop""}}}","music/pop""",music
3000,4300,60,2847345,2847345,TRUE,FALSE,4300.0,121,1,13,2,1475602433,1478919600,1476072255,1,1,1478919600,Planting Hope,US,This children's picture book tells the tale of a hard-working girl and a golden seed who bring unity to a divided garden.,"{""id"":46,""name"":""Children's Books"",""slug"":""publishing/children's books"",""position"":5,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/children's%20books""}}}","publishing/children's books""",publishing
250,5585,191,2832898,2832899,TRUE,FALSE,7382.08818665,133,9,34,9,1573616636,1579092900,1576260002,1.29135567,1.32177049,1579092901,Gilles Pin and Tee Club Vault 2019,GB,An annual look at our Pin & Tee Club Vault. Back issues of Pin Club rewards that will not be available online after this Kickstarter!,"{""id"":22,""name"":""Illustration"",""slug"":""art/illustration"",""position"":4,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/illustration""}}}","art/illustration""",art
4000,6421,202,2332800,2332801,TRUE,TRUE,6421.0,84,5,44,3,1588974224,1591377419,1589044619,1,1,1591377420,Home Sweet Home: an activity deck for kiddos,US,"Be creative, playful, whimsical, and reflective. (Special for the Shelter In Place.)","{""id"":1,""name"":""Art"",""slug"":""art"",""position"":1,""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art""}}}","art""",art
350,533,33,2592000,2592000,TRUE,FALSE,678.78287672,128,13,58,9,1595589016,1598219158,1595627158,1.29135567,1.27351384,1598219158,Gothic-Victorian Inspired Enamel Pin Trio by Coeur Noir Co,GB,A duo (now TRIO) of gorgeous Victoriana-inspired Gothic pins. Possible stretch goals to be added! By Etsy designer Coeur Noir Co,"{""id"":22,""name"":""Illustration"",""slug"":""art/illustration"",""position"":4,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/illustration""}}}","art/illustration""",art
1000,1001,24,1211491,1211503,TRUE,FALSE,1528.51263565,132,5,29,2,1433715125,1434970800,1433759309,1.29135567,1.52698565,1434970812,in a perfect world... Phase 1,GB,"A film that follows 3, would be, survivors of a global catastrophe that turns the UK into a slum. This is their story from before...","{""id"":293,""name"":""Drama"",""slug"":""film & video/drama"",""position"":5,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/drama""}}}","film & video/drama""",film & video
2600,2791,62,2592000,2592000,TRUE,FALSE,2791.0,45,1,30,10,1585243720,1587913963,1585321963,1,1,1587913963,DOG DAYS | Animated Short Film,US,An animated short about a dog's undying love.,"{""id"":11,""name"":""Film & Video"",""slug"":""film & video"",""position"":7,""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video""}}}","film & video""",film & video
34900,154097.77000000000,938,3456000,3456000,TRUE,FALSE,154097.77000000000,132,3,44,6,1446504892,1462917631,1459461631,1,1,1462917631,Publish Kimagure Orange Road (Classic Manga),US,Re-localizing and republishing the classic 80's love triangle manga that set the standard for the romantic comedy manga/anime genre.,"{""id"":252,""name"":""Graphic Novels"",""slug"":""comics/graphic novels"",""position"":4,""parent_id"":3,""parent_name"":""Comics"",""color"":16776056,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/comics/graphic%20novels""}}}","comics/graphic novels""",comics
30000,39583,166,3024000,3024000,TRUE,FALSE,39583.0,133,15,59,6,1515771721,1563294971,1560270971,1,1,1563294971,Aina Ring - The First AI wearable that knows what you need.,US,"Take Phone Calls from your Fingers. Get AI shortcuts to Book cabs and Control Smart Home. Presentation control, SOS,  & so much more.","{""id"":341,""name"":""Wearables"",""slug"":""technology/wearables"",""position"":14,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/wearables""}}}","technology/wearables""",technology
25000,25000,106,2850417,2850417,TRUE,FALSE,25000.0,133,7,18,4,1562546197,1566889140,1564038723,1,1,1566889140,Sad-Ass Black Folk,US,"Sad-Ass Black Folk is a comedic web series about a less-than-qualified, aspiring therapist who misguides a group of South LA misfits.","{""id"":11,""name"":""Film & Video"",""slug"":""film & video"",""position"":7,""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video""}}}","film & video""",film & video
23600,23770.290000000000,76,2609369,2609371,TRUE,FALSE,17836.858840425300,76,6,31,5,1547321326,1550977200,1548367831,0.75574365,0.75038457,1550977202,From the Thunder - A Short Film,CA,"A powerful and dramatic World War I short film entitled, 'From the Thunder'.","{""id"":293,""name"":""Drama"",""slug"":""film & video/drama"",""position"":5,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/drama""}}}","film & video/drama""",film & video
375,4539,141,1728000,1728000,TRUE,FALSE,4539.0,50,1,36,6,1589866083,1595267416,1593539416,1,1,1595267416,Yeehaw Critters: Hard Enamel Pin Set,US,A hard enamel pin set of some cowboys and bandits.,"{""id"":21,""name"":""Digital Art"",""slug"":""art/digital art"",""position"":3,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/digital%20art""}}}","art/digital art""",art
